1527317330633893,-1,618850,65.3939265,12.48946667,0,0,-1,-1
1527317331633943,-1,618850,65.393927,12.489466,0,0,-1,-1
1527317332634056,-1,618850,65.39392767,12.4894655,0,0,-1,-1
1527317333634165,-1,618850,65.39392817,12.489465,0,0,-1,-1
1527317334634217,-1,618850,65.39392867,12.4894645,0,0,-1,-1
1527317335634288,-1,618850,65.39392867,12.48946383,0,0,-1,-1
1527317336634257,-1,618850,65.39392867,12.48946333,0,0,-1,-1
1527317337634337,-1,618850,65.39392883,12.48946267,0,0,-1,-1
1527317338634410,-1,618850,65.39392917,12.489462,0,0,-1,-1
1527317339634431,-1,618850,65.39392967,12.48946133,0,0,-1,-1
1527317340634454,-1,618850,65.39393017,12.48946033,0,0,-1,-1
1527317341634459,-1,618850,65.39393067,12.48945967,0,0,-1,-1
1527317342634511,-1,618850,65.39393083,12.4894585,0,0,-1,-1
1527317343634512,-1,618850,65.393931,12.48945717,0,0,-1,-1
1527317344634577,-1,618850,65.39393117,12.48945567,0,0,-1,-1
1527317345634682,-1,618850,65.39393117,12.48945433,0,0,-1,-1
1527317346634687,-1,618850,65.39393133,12.48945317,0,0,-1,-1
1527317347634759,-1,618850,65.39393133,12.489452,0,0,-1,-1
1527317348634947,-1,618850,65.39393133,12.489451,0,0,-1,-1
1527317349634849,-1,618850,65.3939315,12.48944983,0,0,-1,-1
1527317350634955,-1,618850,65.39393167,12.48944883,0,0,-1,-1
1527317351634904,-1,618850,65.3939315,12.48944783,0,0,-1,-1
1527317352635034,-1,618850,65.3939315,12.48944733,0,0,-1,-1
1527317353635032,-1,618850,65.3939315,12.48944717,0,0,-1,-1
1527317354635031,-1,618850,65.39393133,12.48944733,0,0,-1,-1
1527317355635175,-1,618850,65.39393117,12.48944733,0,0,-1,-1
1527317356635138,-1,618850,65.393931,12.48944767,0,0,-1,-1
1527317357635283,-1,618850,65.3939305,12.489448,0,0,-1,-1
1527317358635794,-1,618850,65.39393033,12.48944867,0,0,-1,-1
1527317359635830,-1,618850,65.39393,12.48944933,0,0,-1,-1
1527317360635688,-1,618850,65.39392983,12.48945,0,0,-1,-1
1527317361635785,-1,618850,65.39392967,12.489451,0,0,-1,-1
1527317362635704,-1,618850,65.39392933,12.489452,0,0,-1,-1
1527317363635798,-1,618850,65.39392867,12.489453,0,0,-1,-1
1527317364635607,-1,618850,65.39392817,12.48945383,0,0,-1,-1
1527317365635782,-1,618850,65.39392783,12.4894545,0,0,-1,-1
1527317366635673,-1,618850,65.3939275,12.48945483,0,0,-1,-1
1527317367635804,-1,618850,65.393927,12.48945517,0,0,-1,-1
1527317368635720,-1,618850,65.39392667,12.4894555,0,0,-1,-1
1527317369635906,-1,618850,65.3939265,12.489456,0,0,-1,-1
1527317370635870,-1,618850,65.39392633,12.48945633,0,0,-1,-1
1527317371639268,-1,618850,65.39392633,12.48945667,0,0,-1,-1
1527317372638647,-1,618850,65.39392633,12.48945683,0,0,-1,-1
1527317373638591,-1,618850,65.39392633,12.489457,0,0,-1,-1
1527317374638500,-1,618850,65.39392633,12.48945717,0,0,-1,-1
1527317375638425,-1,618850,65.3939265,12.48945733,0,0,-1,-1
1527317376638387,-1,618850,65.39392633,12.48945733,0,0,-1,-1
1527317377638314,-1,618850,65.39392583,12.4894575,0,0,-1,-1
1527317378638257,-1,618850,65.3939255,12.48945767,0,0,-1,-1
1527317379638169,-1,618850,65.393925,12.48945767,0,0,-1,-1
1527317380638571,-1,618850,65.39392467,12.48945767,0,0,-1,-1
1527317381636926,-1,618850,65.39392467,12.48945783,0,0,-1,-1
1527317382636881,-1,618850,65.39392467,12.48945783,0,0,-1,-1
1527317383636925,-1,618850,65.39392483,12.48945783,0,0,-1,-1
1527317384636758,-1,618850,65.393925,12.48945783,0,0,-1,-1
1527317385636761,-1,618850,65.393925,12.48945767,0,0,-1,-1
1527317386636804,-1,618850,65.39392483,12.48945767,0,0,-1,-1
1527317387636758,-1,618850,65.39392467,12.48945733,0,0,-1,-1
1527317388636773,-1,618850,65.39392433,12.489457,0,0,-1,-1
1527317389637442,-1,618850,65.39392433,12.48945683,0,0,-1,-1
1527317390636739,-1,618850,65.39392433,12.48945633,0,0,-1,-1
1527317391637321,-1,618850,65.39392417,12.489456,0,0,-1,-1
1527317392637510,-1,618850,65.393924,12.48945567,0,0,-1,-1
1527317393637289,-1,618850,65.39392383,12.48945567,0,0,-1,-1
1527317394637251,-1,618850,65.39392367,12.48945567,0,0,-1,-1
1527317395637524,-1,618850,65.39392367,12.48945583,0,0,-1,-1
1527317396637274,-1,618850,65.39392367,12.48945583,0,0,-1,-1
1527317397637189,-1,618850,65.39392383,12.48945583,0,0,-1,-1
1527317398637272,-1,618850,65.393924,12.48945617,0,0,-1,-1
1527317399637445,-1,618850,65.39392417,12.4894565,0,0,-1,-1
1527317400637195,-1,618850,65.39392433,12.48945633,0,0,-1,-1
1527317401637321,-1,618850,65.39392417,12.48945633,0,0,-1,-1
1527317402637305,-1,618850,65.39392383,12.4894565,0,0,-1,-1
1527317403637359,-1,618850,65.39392367,12.48945683,0,0,-1,-1
1527317404637395,-1,618850,65.39392383,12.48945717,0,0,-1,-1
1527317405637444,-1,618850,65.39392433,12.48945733,0,0,-1,-1
1527317406637492,-1,618850,65.3939245,12.48945733,0,0,-1,-1
1527317407637523,-1,618850,65.39392467,12.489457,0,0,-1,-1
1527317408637582,-1,618850,65.39392483,12.48945667,0,0,-1,-1
1527317409637612,-1,618850,65.393925,12.48945667,0,0,-1,-1
1527317410637665,-1,618850,65.39392483,12.48945683,0,0,-1,-1
1527317411637706,-1,618850,65.393925,12.489457,0,0,-1,-1
1527317412637757,-1,618850,65.39392483,12.48945683,0,0,-1,-1
1527317413637804,-1,618850,65.39392483,12.48945667,0,0,-1,-1
1527317414637850,-1,618850,65.39392517,12.48945633,0,0,-1,-1
1527317415637897,-1,618850,65.39392567,12.48945583,0,0,-1,-1
1527317416637936,-1,618850,65.39392617,12.48945533,0,0,-1,-1
1527317417637995,-1,618850,65.39392667,12.48945517,0,0,-1,-1
1527317418638040,-1,618850,65.39392733,12.48945517,0,0,-1,-1
1527317419638087,-1,618850,65.39392783,12.48945533,0,0,-1,-1
1527317420638118,-1,618850,65.39392833,12.48945533,0,0,-1,-1
1527317421638169,-1,618850,65.39392883,12.48945583,0,0,-1,-1
1527317422638205,-1,618850,65.39392933,12.489456,0,0,-1,-1
1527317423638268,-1,618850,65.39392983,12.48945633,0,0,-1,-1
1527317424638309,-1,618850,65.39393,12.4894565,0,0,-1,-1
1527317425638395,-1,618850,65.39393017,12.48945667,0,0,-1,-1
1527317426638421,-1,618850,65.39393033,12.48945683,0,0,-1,-1
1527317427638454,-1,618850,65.39393067,12.489457,0,0,-1,-1
