1551549544423077,0,5602295,65.39392933,12.49926317,0,0,3,-1
1551549545424390,0,5602295,65.39392933,12.499265,0,0,12,-1
1551549546424342,0,5602295,65.39392933,12.49926733,0,0,22,-1
1551549547424394,0,5602295,65.39392933,12.49927,0,0,25,-1
1551549548424552,0,5602295,65.3939295,12.49927383,0,0,35,-1
1551549549424523,0,5602295,65.39392983,12.49927783,0,0,43,-1
1551549550424608,0,5602295,65.39393067,12.49928367,0,0,53,-1
1551549551424810,0,5602295,65.39393167,12.499291,0,0,61,-1
1551549552424634,0,5602295,65.393933,12.49930067,0,0,71,-1
1551549553424216,0,5602295,65.39393283,12.49930417,0,0,80,-1
1551549554424470,0,5602295,65.3939315,12.49930783,0,0,86,-1
1551549555424456,1.3984375,5602300,65.3939285,12.4993105,0,0,96,-1
1551549556424483,1.3984375,5602300,65.393925,12.4993125,0,0,104,-1
1551549557424679,1.3984375,5602300,65.3939215,12.499316,0,0,111,-1
1551549558424659,1.3984375,5602300,65.39391883,12.49932233,0,0,114,-1
1551549559424642,1.3984375,5602300,65.39391533,12.49932183,0,0,124,-1
1551549560424857,1.3984375,5602300,65.39391183,12.4993225,0,0,127,2
1551549561424836,1.3984375,5602300,65.39390817,12.49932217,0,0,138,2
1551549562424948,1.3984375,5602300,65.393905,12.4993235,0,0,142,2
1551549563424978,1.3984375,5602300,65.3939015,12.49932367,0,0,150,2
1551549564424969,1.3984375,5602300,65.39389733,12.49932433,0,0,158,2
1551549565424948,1.3984375,5602300,65.39389367,12.49932783,0,0,162,2
1551549566424962,1.3984375,5602300,65.39389,12.49933117,0,0,172,2
1551549567424973,1.3984375,5602300,65.3938865,12.49933483,0,0,180,2
1551549568425015,1.3984375,5602305,65.39388333,12.499338,0,0,188,2
1551549569425028,1.5,5602305,65.39387967,12.49934,0,0,198,5
1551549570425018,1.3984375,5602305,65.39387583,12.49934067,0,0,208,5
1551549571425057,1.3984375,5602305,65.39387217,12.49933967,0,0,218,5
1551549572425004,1.5,5602305,65.3938685,12.49933833,0,0,227,5
1551549573424946,1.3984375,5602305,65.39386483,12.4993385,0,0,235,5
1551549574424910,1.3984375,5602305,65.393861,12.49933883,0,0,244,5
1551549575425219,1.5,5602305,65.39385733,12.49933933,0,0,253,5
1551549576424479,2.5,5602305,65.39385367,12.4993395,0,0,263,5
1551549577424576,3.19921875,5602305,65.39384583,12.499341,0,0,273,5
1551549578424577,3.69921875,5602310,65.39383683,12.49934183,0,0,275,5
1551549579425658,4.19921875,5602310,65.39382717,12.49934183,0,0,283,5
1551549580425653,4.69921875,5602310,65.39381567,12.4993425,0,0,292,5
1551549581425629,5.09765625,5602310,65.39380317,12.49934083,0,0,302,5
1551549582425692,5.796875,5602315,65.39378983,12.49933967,0,0,312,5
1551549583425829,6.69921875,5602315,65.39377433,12.49933783,0,0,322,5
